rank,Age,Annual_Premium,Vintage,Gender,Driving_License,Previously_Insured,Vehicle_Damage,Vehicle_Age,Region_Code,Policy_Sales_Channel,Response_Prob,True_Response
136,0.7850527193329419,-0.5981605573312604,-1.4263857270416689,1,1,0,1,0,23,26,0.8846768,1
137,-0.5043056984311891,-0.2570713755065852,1.728822031361137,1,1,0,1,0,25,124,0.8846612,1
138,-0.3753698566547759,0.2243738999258122,-0.6614868765197764,1,1,0,1,0,11,124,0.88464874,1
139,-0.4398377775429825,0.212122584682524,-0.8766146782290587,0,1,0,1,0,11,124,0.8846305,1
140,-0.3109019357665694,-0.6533857168125442,0.1034119740021158,0,1,0,1,0,11,124,0.88459665,1
141,-0.5687736193193956,0.1673895772301076,-1.557852716975119,0,1,0,1,0,11,124,0.8845674,0
142,-0.5043056984311891,0.0102586058277291,1.537597318730664,1,1,0,1,0,41,124,0.8843747,1
143,-0.6332415402076021,-0.2286106277875618,1.728822031361137,1,1,0,1,1,30,26,0.88437146,1
144,1.3652640073268008,0.8730653352435082,0.569522211038894,0,1,0,1,0,28,26,0.88416106,1
145,-0.5043056984311891,-1.7408627196129314,1.7168704868217326,1,1,0,1,0,18,26,0.88407093,0
146,-0.6332415402076021,-0.5757940536050522,-0.9722270345442952,0,1,0,1,0,35,124,0.8840671,0
147,-0.5043056984311891,-0.1730713320179887,-0.482213708428708,1,1,0,1,0,11,124,0.88401914,1
148,-0.5043056984311891,-0.1307885876142299,-0.8885662227684633,0,1,0,1,0,11,124,0.8839829,0
149,-0.5043056984311891,-0.7106213485388804,1.6810158532035189,1,1,0,1,1,3,124,0.88394135,1
150,-0.4398377775429825,1.7762829493374894e-05,0.9161170026816264,1,1,0,1,0,41,26,0.88381106,1
151,1.171860244662181,0.5534002482801729,-0.2551343621800211,1,1,0,1,0,28,124,0.88376975,1
152,-0.3753698566547759,-0.517490358498532,-1.4024826379628597,0,1,0,1,0,41,26,0.8837388,0
153,-0.5043056984311891,-0.3997520776476494,-1.4383372715810734,0,1,0,1,0,41,26,0.8837388,0
154,-0.5043056984311891,-0.2473331505696125,1.0356324480756722,0,1,0,1,0,11,26,0.8836969,1
155,0.913988561109355,0.2912849293314631,1.7168704868217326,1,1,0,1,2,28,26,0.8836327,1
156,-0.5687736193193956,0.285756130657569,-0.2551343621800211,1,1,0,1,0,11,26,0.8835712,0
157,-0.5043056984311891,0.2482482578358097,-0.5778260647439445,1,1,0,1,0,11,124,0.8835162,0
158,-0.4398377775429825,0.1369183572660318,-0.3626982630346623,1,1,0,1,0,11,26,0.88348275,1
159,-0.3753698566547759,-0.045846135260765,-1.3905310934234552,0,1,0,1,0,6,26,0.8834773,1
160,0.0759055895626698,-0.0670189210914733,0.3902490429478255,1,1,0,1,0,28,26,0.8833888,1
161,-0.5043056984311891,0.0808764434351955,-1.2112579253323863,1,1,0,1,0,29,26,0.8832758,1
162,-0.4398377775429825,0.8677878456002456,1.6571127641247096,0,1,0,1,0,41,124,0.8832122,0
163,-0.3753698566547759,0.012583214361071,-0.9124693118472724,1,1,0,1,0,29,26,0.88319796,0
164,-0.6332415402076021,0.608436925988483,1.4061303287972138,0,1,0,1,0,41,124,0.883144,0
165,-0.4398377775429825,-1.7408627196129314,1.7168704868217326,0,1,0,1,1,11,124,0.88301575,0
166,-0.2464340148783628,0.5887091670839061,0.043654251305093,1,1,0,1,1,41,26,0.8829447,0
167,-0.5043056984311891,-0.3339091116221825,-1.1634517471747683,1,1,0,1,0,3,26,0.8827626,0
168,-0.3753698566547759,-0.0720451017041044,-0.3746498075740668,1,1,0,1,0,41,124,0.8822766,1
169,-0.3753698566547759,-0.2086943871100113,-0.3866013521134714,1,1,0,1,0,41,124,0.8822766,0
170,-0.5043056984311891,-0.069469184140131,-0.314892084877044,1,1,0,1,0,41,124,0.8822766,0
171,0.9784564819975616,0.2213581915582335,1.7168704868217326,1,1,0,1,2,28,26,0.88212377,0
172,0.6561168775565288,-1.7408627196129314,1.6810158532035189,0,1,0,1,0,28,26,0.88208306,0
173,-0.3753698566547759,-0.1642126886882264,0.7966015572875808,1,1,0,1,0,41,124,0.88205206,0
174,-0.6332415402076021,-0.3411970735104975,0.0197511622262838,0,1,0,1,0,41,124,0.8820424,1
175,-0.6332415402076021,-0.5386631443292402,-0.1595220058647846,0,1,0,1,0,41,124,0.8820424,1
176,-0.5687736193193956,0.1009183386280618,-1.11564556901715,1,1,0,1,0,41,26,0.8819978,0
177,-0.5687736193193956,0.7091490200140778,1.0236809035362675,0,1,0,1,0,41,124,0.88195896,0
178,-0.3753698566547759,0.35712789535693,1.513694229651855,1,1,0,1,0,41,124,0.88195163,0
179,-0.4398377775429825,-0.2761080345769253,-1.617610439672142,0,1,0,1,0,3,124,0.8819192,1
180,-0.1819660939901563,-0.1339927777547822,0.6053768446571077,0,1,0,1,1,3,157,0.88189256,1
181,-0.5043056984311891,-0.3969876783107023,-1.3785795488840509,1,1,0,1,0,3,124,0.8818523,1
182,-0.4398377775429825,-0.7197313008992742,-0.8168569555320359,1,1,0,1,0,3,124,0.88183343,1
183,-0.4398377775429825,-0.0900136973942604,-0.3866013521134714,1,1,0,1,0,11,124,0.8817783,1
184,-0.3753698566547759,0.1461539641417414,-0.5300198865863263,0,1,0,1,0,41,26,0.88171,0
185,-0.5043056984311891,-0.4565479185703803,-0.3507467184952577,1,1,0,1,0,41,26,0.88161963,1
186,-0.3753698566547759,0.3354524914649586,-1.5100465388175008,0,1,0,1,0,3,26,0.8814238,1
187,-0.5687736193193956,-0.3347258659717351,0.6173283891965123,0,1,0,1,0,6,124,0.8813307,1
188,-0.4398377775429825,-0.0240450768534778,-1.4622403606598826,0,1,0,1,0,3,124,0.8810408,0
189,-0.1819660939901563,-0.0619299132211844,-0.8646631336896541,1,1,0,1,0,28,26,0.881,1
190,0.5916489566683223,-0.3749981381304414,-1.725174340526783,1,1,0,1,2,41,26,0.88098,1
191,-0.5043056984311891,-0.0898252156212867,-1.6773681623691648,1,1,0,1,0,41,26,0.8809504,0
192,-0.5043056984311891,-0.1082964293727059,-0.0280550159313343,1,1,0,1,0,35,26,0.8809287,0
193,0.1403735104508764,-0.1563592814809904,-0.9244208563866768,1,1,0,1,0,28,26,0.8808789,1
194,-0.0530302522137432,-0.6242966965169419,-1.7132227959873785,1,1,0,1,1,41,26,0.88084847,0
195,-0.3753698566547759,-0.4816788216335356,0.987826269918054,0,1,0,1,0,11,124,0.88072795,1
196,-0.3753698566547759,-0.3498044078096282,0.987826269918054,0,1,0,1,0,11,124,0.88072795,1
197,-0.4398377775429825,-0.0805267814879193,1.2149056161667406,0,1,0,1,0,11,124,0.88072795,0
198,0.0114376686744633,-0.3267468042491833,-1.6893197069085693,1,1,0,1,1,41,26,0.88071096,1
199,-0.5043056984311891,1.1164581314101671,1.513694229651855,0,1,0,1,0,41,26,0.8806939,0
200,-0.6332415402076021,-0.6662653046324113,-0.9124693118472724,1,1,0,1,0,3,124,0.88065416,1
201,-0.6977094610958087,-0.4992076265200864,-1.6893197069085693,1,1,0,1,0,28,26,0.88060844,1
202,-0.5687736193193956,0.0504680507287776,-0.7690507773744176,1,1,0,1,0,41,124,0.88057864,1
203,-0.4398377775429825,-0.7532810564885865,-0.5061167975075171,1,1,0,1,0,3,26,0.880512,1
204,-0.4398377775429825,-0.0209037139705834,0.6770861118935352,1,1,0,1,0,11,124,0.88049674,0
205,-0.3753698566547759,-0.1579927901800955,0.7248922900511534,1,1,0,1,0,11,124,0.88049674,1
206,-0.5687736193193956,0.4469080465500523,1.537597318730664,1,1,0,1,0,41,124,0.8803677,0
207,-0.6332415402076021,-0.0617414314482107,1.6690643086641144,0,1,0,1,1,41,124,0.88036114,1
208,-0.6332415402076021,0.418949916892292,1.1670994380091224,0,1,0,1,0,29,26,0.8803284,0
209,-0.5687736193193956,0.1434523920624522,-1.6773681623691648,0,1,0,1,0,18,124,0.88030916,0
210,-0.6332415402076021,-0.1351236683926241,-1.7132227959873785,0,1,0,1,0,28,124,0.88024354,1
211,-0.5043056984311891,0.5167091298079661,-0.7451476882956085,0,1,0,1,0,41,26,0.88021,0
212,-0.4398377775429825,-0.0574691779274743,-1.6654166178297602,0,1,0,1,0,29,124,0.8802002,1
213,-0.5043056984311891,-0.0460974442913965,0.5814737555782986,1,1,0,1,0,41,26,0.879948,0
214,-0.5687736193193956,-0.7606946728922173,-0.4105044411922806,1,1,0,1,0,3,124,0.8799159,1
215,-0.4398377775429825,-0.4320452880838039,1.0356324480756722,1,1,0,1,1,41,163,0.8798303,1
216,-0.4398377775429825,-0.0870608162843397,-1.282967192568814,0,1,0,1,0,41,124,0.8797942,0
217,-0.5043056984311891,-0.2708305449336627,-1.3307733707264322,0,1,0,1,0,41,124,0.8797942,1
218,-0.3753698566547759,-0.3715426389592576,0.8324561909057945,0,1,0,1,0,41,124,0.8796222,0
219,-0.3753698566547759,-0.2734064624976361,0.8683108245240082,0,1,0,1,0,41,124,0.8796222,1
220,-0.5687736193193956,0.3480807702541941,0.127315063080925,0,1,0,1,0,11,124,0.87961614,0
221,-0.5687736193193956,0.1369183572660318,1.4897911405730455,0,1,0,1,0,11,124,0.87944895,0
222,-0.6332415402076021,0.7029919487636047,1.155147893469718,0,1,0,1,0,3,26,0.879444,0
223,-0.5687736193193956,-0.2176786849550893,0.4500067656448483,1,1,0,1,0,41,124,0.8794047,0
224,-0.5687736193193956,-0.0739927466914989,0.2587820530143752,1,1,0,1,0,41,124,0.8794047,1
225,-0.3753698566547759,-0.6844852093531988,1.0236809035362675,1,1,0,1,0,11,124,0.87927353,0
226,-0.3753698566547759,-0.2605897019354269,1.5615004078094732,1,1,0,1,0,3,124,0.87915224,1
227,-0.5043056984311891,-0.7503910026363235,-1.5339496278963098,1,1,0,1,0,35,124,0.8790885,0
228,-0.6977094610958087,-0.1697414873621206,1.131244804390909,0,1,0,1,1,3,163,0.87902504,0
229,-0.5043056984311891,-0.1231236621799675,-1.3905310934234552,0,1,0,1,0,29,124,0.8790138,0
230,-0.4398377775429825,-0.3893855801340978,-0.5180683420469216,0,1,0,1,0,29,124,0.87893504,1
231,-0.1819660939901563,-0.0533854061797116,1.6451612195853051,0,1,0,1,1,3,124,0.8788824,1
232,-0.5043056984311891,-0.553427549878844,0.1153635185415204,0,1,0,1,0,29,124,0.8788209,1
233,-0.5043056984311891,-0.0833540080825243,-0.2431828176406166,0,1,0,1,0,41,26,0.87874436,0
234,-0.3753698566547759,-0.1993331257189859,-1.725174340526783,0,1,0,1,0,28,124,0.87864405,1
235,-0.6332415402076021,-0.6220977424989158,-1.4622403606598826,1,1,0,1,0,35,124,0.8786417,0
236,-0.6332415402076021,0.3757875908813228,1.0834386262332905,1,1,0,1,0,41,124,0.87859124,1
237,-0.6332415402076021,0.2234943183186017,1.4419849624154275,1,1,0,1,0,41,124,0.87859124,0
238,-0.3753698566547759,0.0438083614170414,0.0675573403839021,0,1,0,1,0,29,26,0.87856793,0
239,-0.4398377775429825,-0.4655322164154584,0.3902490429478255,0,1,0,1,0,41,124,0.8785511,1
240,-0.5043056984311891,-0.1163383183529156,0.4978129438024666,0,1,0,1,0,41,124,0.8785511,0
241,-0.5043056984311891,0.0880387508081947,0.7846500127481763,1,1,0,1,0,29,26,0.87849545,0
242,-0.6332415402076021,-0.548903987327476,0.485861399263062,0,1,0,1,0,6,26,0.87849194,1
243,0.6561168775565288,-1.7408627196129314,0.4619583101842529,0,1,0,1,0,46,26,0.8784374,1
244,-0.3753698566547759,-0.5526736227869493,0.4261036765660392,1,1,0,1,0,11,124,0.8783994,0
245,-0.5043056984311891,-0.1089247019492848,-0.0758611940889526,0,1,0,1,0,41,124,0.87838894,1
246,0.4627131148919091,-0.036296392096766,-0.9124693118472724,1,1,0,1,0,25,26,0.8783011,0
247,-0.2464340148783628,0.984458063070944,-1.1515002026353638,1,1,0,1,0,28,124,0.8782474,1
248,-0.5043056984311891,0.5413374148098583,-0.8527115891502496,1,1,0,1,0,41,124,0.878193,1
249,-0.3753698566547759,0.3365833821028006,-0.8288085000714405,1,1,0,1,0,41,124,0.878193,1
250,-0.5687736193193956,0.3377770999983004,-1.6295619842115463,0,1,0,1,0,35,124,0.8779181,0
251,-0.5687736193193956,-0.2652389190021107,-1.6773681623691648,1,1,0,1,1,35,26,0.87785184,0
252,-0.0530302522137432,-0.5335113092012934,1.7168704868217326,0,1,0,1,1,6,124,0.8778224,1
253,-0.6332415402076021,-0.1300974877799931,-1.7132227959873785,1,1,0,1,0,28,124,0.87780434,1
254,-0.3109019357665694,0.0516617686242774,-0.8885662227684633,1,1,0,1,0,41,124,0.87774885,1
255,0.3982451940037026,0.2226775639690492,-1.7132227959873785,0,1,0,1,1,41,26,0.87767446,0
256,-0.3753698566547759,-0.1258880615169146,0.6292799337359168,1,1,0,1,0,4,26,0.87766874,1
257,0.2048414313390829,-0.6147469533529429,1.2149056161667406,1,1,0,1,0,45,26,0.8776604,1
258,-0.4398377775429825,-0.0898880428789446,-0.5180683420469216,1,1,0,1,0,6,124,0.87751627,1
259,-0.5687736193193956,-0.4744536870028785,-1.5698042615145236,1,1,0,1,0,11,124,0.87747616,0
260,-0.2464340148783628,-0.3231028233050257,1.095390170772695,1,1,0,1,1,41,26,0.8773206,1
261,-0.1819660939901563,0.1443948009273205,0.5814737555782986,1,1,0,1,1,3,163,0.8772142,0
262,-0.3109019357665694,0.462237897418577,-1.5100465388175008,0,1,0,1,0,29,124,0.877142,1
263,0.3982451940037026,1.19015450464287,1.728822031361137,0,1,0,1,2,28,26,0.87703,1
264,-0.5687736193193956,-0.4189772184909632,1.1670994380091224,0,1,0,1,0,4,26,0.87698114,1
265,-0.3109019357665694,0.3961436223624786,-0.5419714311257308,1,1,0,1,0,41,124,0.8769707,1
