,detail_id,order_id,dishes_id,logicprn_name,parent_class_name,dishes_name,itemis_add,counts,amounts,cost
37,2664,392,609943,,,剁椒鱼头,0,1,55,
38,2667,392,609945,,,农夫山泉NFC果汁100%橙汁,0,1,6,
39,2665,392,609944,,,水煮鱼,0,1,65,
40,2946,415,610016,,,五彩藕苗,0,1,35,
41,2669,392,609946,,,谷稻小庄 ,0,1,38,
42,2675,392,609948,,,露露无糖杏仁露,0,1,7,
43,2670,392,609947,,, 北冰洋汽水 ,0,1,5,
44,2948,415,609930,,,豌豆薯仔猪骨汤,0,1,39,
45,2677,392,609949,,,意文柠檬汁 ,0,1,13,
46,2680,392,609950,,,大蒜苋菜,0,1,30,
47,2684,392,609952,,,美妙绝伦之白莲花,0,1,29,
48,2682,392,609951,,,炝炒大白菜,0,1,29,
49,2689,392,609954,,,凉拌蒜蓉西兰花,0,1,29,
50,2693,392,609956,,,孜然羊排,0,1,88,
51,2687,392,609953,,,凉拌菠菜,0,1,27,
52,2695,392,609957,,,"蒙古烤羊腿


",0,1,48,
53,2950,415,609955,,,红酒炖羊肉,0,1,108,
54,2729,392,609968,,,油焖麻辣虾,0,1,65,
55,2697,392,609958,,,"香辣爆羊肝


",0,1,28,
56,2952,415,610071,,, 42度海之蓝,0,1,99,
57,2733,392,609989,,,青岛啤酒罐装,0,1,7,
58,2951,415,610011,,,白饭/大碗,0,1,10,
59,2953,415,609945,,,农夫山泉NFC果汁100%橙汁,0,1,6,
60,2535,381,609996,,,牛尾汤,0,1,40,
61,2539,381,609994,,,"独家薄荷鲜虾牛肉卷


",0,1,45,
62,2542,381,610012,,,香菇鹌鹑蛋,0,1,39,
63,2544,381,610047,,,西瓜胡萝卜沙拉,0,1,26,
64,3059,429,609968,,,油焖麻辣虾,0,1,65,
65,3063,429,609962,,,倒立蒸梭子蟹,0,1,169,
66,3065,429,609943,,,剁椒鱼头,0,1,55,
67,3067,429,609952,,,美妙绝伦之白莲花,0,1,29,
68,2546,381,609946,,,谷稻小庄 ,0,1,38,
69,2549,381,610052,,,黄油曲奇饼干,0,1,16,
70,2551,381,610008,,,五色糯米饭(七色),0,1,35,
71,3068,429,609948,,,露露无糖杏仁露,0,1,7,
72,3069,429,609947,,, 北冰洋汽水 ,0,1,5,
73,3070,429,609971,,,大理石奶油蛋糕,0,1,13,
74,3074,429,610072,,,53度茅台,0,1,128,
75,3077,429,610056,,,纸杯蛋糕,0,1,8,
76,3078,429,610007,,,桂圆肉红豆八宝饭,0,1,39,
77,3082,429,610044,,,木须豌豆,0,1,32,
78,3080,429,610021,,,爆炒鸡翅,0,1,56,
79,3079,429,609939,,,香菇鸡肉粥,0,1,15,
80,3081,429,610023,,,啤酒鸭,0,1,48,
81,3083,429,609950,,,大蒜苋菜,0,1,30,
82,3116,433,609978,,,爆炒鳝碌,0,1,55,
83,3117,433,609955,,,红酒炖羊肉,0,1,108,
84,3118,433,609965,,,葱姜炒蟹,0,1,109,
85,3119,433,609989,,,青岛啤酒罐装,0,2,7,
86,3120,433,609944,,,水煮鱼,0,1,65,
87,3121,433,609990,,,特醇嘉士伯啤酒罐装,0,2,6,
88,3122,433,609988,,,百威啤酒罐装,0,2,6,
89,3123,433,609942,,,辣炒鱿鱼,0,1,58,
90,3124,433,610011,,,白饭/大碗,0,1,10,
91,3127,433,610028,,,培根花菜,0,1,35,
92,3126,433,610050,,,番茄甘蓝,0,1,33,
93,4509,569,609963,,,盘蟹蒸蛋,0,2,55,
94,4513,569,609936,,,皮蛋瘦肉粥,0,5,16,
95,4516,569,609932,,,爆炒猪肝,0,2,68,
96,5453,655,609968,,,油焖麻辣虾,0,1,65,
97,5461,655,609957,,,"蒙古烤羊腿


",0,1,48,
98,5468,655,609946,,,谷稻小庄 ,0,1,38,
99,5465,655,609953,,,凉拌菠菜,0,1,27,
100,5470,655,610011,,,白饭/大碗,0,2,10,
101,5471,655,609958,,,"香辣爆羊肝


",0,1,28,
102,4586,577,609966,,,芝士烩波士顿龙虾,0,1,175,
103,5143,622,610043,,,肉丁茄子,0,1,39,
104,5142,622,609984,,,重庆特色油烧兔,0,1,69,
105,4588,577,609931,,,焖猪手,0,1,58,
106,4593,577,609934,,,芹菜炒腰花,0,1,18,
107,5472,655,609960,,,白胡椒胡萝卜羊肉汤,0,1,35,
108,5144,622,610025,,,番茄蛋汤,0,1,25,
109,5473,655,610010,,,白饭/小碗,0,2,1,
110,4597,577,609953,,,凉拌菠菜,0,1,27,
111,5145,622,610010,,,白饭/小碗,0,2,1,
112,5149,622,610052,,,黄油曲奇饼干,0,1,16,
113,5152,622,609949,,,意文柠檬汁 ,0,1,13,
114,4600,577,609954,,,凉拌蒜蓉西兰花,0,1,29,
115,4604,577,609946,,,谷稻小庄 ,0,1,38,
116,4609,577,610008,,,五色糯米饭(七色),0,1,35,
117,5428,651,610039,,,培根紫菜卷,0,1,30,
118,5430,651,609981,,,桂圆枸杞鸽子汤,0,1,48,
119,5432,651,610031,,,糖醋蕃茄溜青花,0,1,33,
120,5437,651,610011,,,白饭/大碗,0,1,10,
121,5440,651,610018,,,"照烧鸡腿


",0,1,16,
122,5875,694,609966,,,芝士烩波士顿龙虾,0,1,175,
123,5876,694,609969,,,香辣腐乳炒虾,0,1,56,
124,5877,694,609944,,,水煮鱼,0,1,65,
125,5878,694,610019,,,白斩鸡,0,1,88,
126,5879,694,610069,,,50度古井贡酒,0,1,90,
127,5881,694,609999,,,鱼香肉丝拌面,0,1,18,
128,5880,694,609975,,,一品香酥藕,0,1,10,
129,5882,694,609965,,,葱姜炒蟹,0,1,109,
130,5883,694,609993,,,百里香奶油烤红酒牛肉,0,1,178,
131,5884,694,609950,,,大蒜苋菜,0,1,30,
132,3461,462,609935,,,山药养生粥,0,1,19,
133,3458,462,609965,,,葱姜炒蟹,0,1,109,
134,3462,462,609933,,,自制猪肉脯,0,1,48,
135,3465,462,609939,,,香菇鸡肉粥,0,1,15,
136,3470,462,609954,,,凉拌蒜蓉西兰花,0,1,29,
137,3467,462,609953,,,凉拌菠菜,0,1,27,
138,3481,462,610027,,,清炒菊花菜,0,1,30,
139,3479,462,610028,,,培根花菜,0,1,35,
140,3484,462,610057,,,宝宝版牛肉肠粉,0,1,15,
141,3477,462,610004,,,南瓜芝士包,0,1,10,
142,3483,462,610035,,,黄尾袋鼠西拉子红葡萄酒,0,1,46,
143,3475,462,609998,,,清爽拌凉面,0,1,15,
144,3486,462,610009,,,黑米恋上葡萄,0,1,33,
145,3411,458,610063,,,蒜香辣花甲,0,1,45,
146,3413,458,609943,,,剁椒鱼头,0,1,55,
147,3418,458,609954,,,凉拌蒜蓉西兰花,0,1,29,
148,3416,458,610044,,,木须豌豆,0,1,32,
149,3415,458,609942,,,辣炒鱿鱼,0,1,58,
150,3422,458,610017,,,酸辣藕丁,0,1,33,
151,3419,458,609951,,,炝炒大白菜,0,1,29,
152,3423,458,609939,,,香菇鸡肉粥,0,1,15,
153,3430,458,609983,,,干锅田鸡,0,1,88,
154,3428,458,609981,,,桂圆枸杞鸽子汤,0,1,48,
155,3427,458,609982,,,"五香酱驴肉


",0,1,52,
156,3433,458,610036,,,路易拉菲红酒干红,0,1,158,
157,3435,458,609964,,,避风塘炒蟹,0,1,48,
158,3441,458,610011,,,白饭/大碗,0,1,10,
159,3516,467,609970,,,麻辣小龙虾,0,1,99,
160,3520,467,610004,,,南瓜芝士包,0,1,10,
161,3519,467,609994,,,"独家薄荷鲜虾牛肉卷


",0,1,45,
162,3525,467,610011,,,白饭/大碗,0,2,10,
163,4435,562,609966,,,芝士烩波士顿龙虾,0,1,175,
164,3528,467,609941,,,清蒸海鱼,0,1,78,
165,3547,467,609958,,,"香辣爆羊肝


",0,1,28,
166,3537,467,609952,,,美妙绝伦之白莲花,0,1,29,
167,3549,467,609999,,,鱼香肉丝拌面,0,1,18,
168,3568,467,610034,,,法国波尔多AOC干红葡萄酒原,0,1,159,
169,3557,467,610013,,,番茄炖秋葵,0,1,35,
170,3570,467,610017,,,酸辣藕丁,0,1,33,
171,3578,467,609947,,, 北冰洋汽水 ,0,1,5,
172,3574,467,610062,,,蒜蓉生蚝,0,1,49,
173,3580,467,609948,,,露露无糖杏仁露,0,1,7,
174,4438,562,609935,,,山药养生粥,0,1,19,
175,4441,562,609994,,,"独家薄荷鲜虾牛肉卷


",0,1,45,
176,4447,562,609930,,,豌豆薯仔猪骨汤,0,3,39,
177,4455,562,610011,,,白饭/大碗,0,1,10,
178,3715,486,609970,,,麻辣小龙虾,0,1,99,
179,3719,486,609990,,,特醇嘉士伯啤酒罐装,0,1,6,
180,3713,486,609967,,,香酥两吃大虾,0,1,89,
181,3721,486,610012,,,香菇鹌鹑蛋,0,1,39,
182,3720,486,610011,,,白饭/大碗,0,1,10,
183,3722,486,609989,,,青岛啤酒罐装,0,1,7,
184,3726,486,610023,,,啤酒鸭,0,1,48,
185,3729,486,610039,,,培根紫菜卷,0,1,30,
186,3723,486,610017,,,酸辣藕丁,0,1,33,
187,3731,486,610025,,,番茄蛋汤,0,1,25,
188,3735,486,609951,,,炝炒大白菜,0,1,29,
189,3738,486,609958,,,"香辣爆羊肝


",0,1,28,
190,4027,517,609943,,,剁椒鱼头,0,1,55,
191,4028,517,609970,,,麻辣小龙虾,0,1,99,
192,4029,517,610014,,,金玉良缘,0,1,30,
193,4030,517,610030,,,番茄有机花菜,0,1,32,
194,3356,452,609944,,,水煮鱼,0,1,65,
195,3362,452,610010,,,白饭/小碗,0,2,1,
196,3363,452,610053,,,蛋挞,0,1,8,
197,3364,452,610047,,,西瓜胡萝卜沙拉,0,1,26,
198,4032,517,609946,,,谷稻小庄 ,0,1,38,
199,4033,517,610011,,,白饭/大碗,0,1,10,
200,4031,517,610015,,,葱油凉拌藕片,0,1,30,
201,3365,452,609930,,,豌豆薯仔猪骨汤,0,1,39,
202,3378,452,609953,,,凉拌菠菜,0,1,27,
203,3301,448,610008,,,五色糯米饭(七色),0,1,35,
204,3300,448,609969,,,香辣腐乳炒虾,0,1,56,
205,3304,448,609950,,,大蒜苋菜,0,1,30,
206,3309,448,609993,,,百里香奶油烤红酒牛肉,0,1,178,
207,3315,448,610025,,,番茄蛋汤,0,1,25,
208,3321,448,610016,,,五彩藕苗,0,1,35,
209,3320,448,610014,,,金玉良缘,0,1,30,
210,3327,448,609998,,,清爽拌凉面,0,1,15,
211,3330,448,609988,,,百威啤酒罐装,0,1,6,
212,3332,448,609931,,,焖猪手,0,1,58,
213,3334,448,609974,,,南瓜枸杞小饼干,0,1,19,
214,3336,448,609933,,,自制猪肉脯,0,1,48,
215,3343,448,609942,,,辣炒鱿鱼,0,1,58,
216,3341,448,609936,,,皮蛋瘦肉粥,0,1,16,
217,1056,193,609981,,,桂圆枸杞鸽子汤,0,1,48,
218,1057,193,610024,,,"红酒土豆烧鸭腿
",0,1,48,
219,857,166,609944,,,水煮鱼,0,1,65,
220,856,166,609965,,,葱姜炒蟹,0,1,109,
221,866,166,610023,,,啤酒鸭,0,1,48,
222,874,166,609988,,,百威啤酒罐装,0,2,6,
223,1058,193,609991,,,"香烤牛排
",0,1,55,
224,883,166,609971,,,大理石奶油蛋糕,0,2,13,
225,1059,193,610030,,,番茄有机花菜,0,1,32,
226,1060,193,609949,,,意文柠檬汁 ,0,1,13,
227,1063,193,610000,,,酸辣汤面,0,1,16,
228,1062,193,610053,,,蛋挞,0,1,8,
229,1064,193,610060,,,广式虾仁肠粉,0,1,18,
230,2213,342,609941,,,清蒸海鱼,0,1,78,
231,2214,342,610037,,,辣炒海带丝,0,1,19,
232,2215,342,609975,,,一品香酥藕,0,1,10,
233,2216,342,610010,,,白饭/小碗,0,2,1,
234,1646,260,609965,,,葱姜炒蟹,0,1,109,
235,1647,260,609960,,,白胡椒胡萝卜羊肉汤,0,1,35,
236,1648,260,609983,,,干锅田鸡,0,1,88,
237,1649,260,610044,,,木须豌豆,0,1,32,
238,1650,260,609948,,,露露无糖杏仁露,0,4,7,
239,1654,260,610011,,,白饭/大碗,0,1,10,
240,2363,367,609970,,,麻辣小龙虾,0,1,99,
241,2364,367,609978,,,爆炒鳝碌,0,1,55,
242,2365,367,606106,,,铁板牛肉,0,1,66,
243,2366,367,609985,,,三色凉拌手撕兔,0,1,66,
244,2367,367,609951,,,炝炒大白菜,0,1,29,
245,2368,367,609946,,,谷稻小庄 ,0,1,38,
246,2369,367,610036,,,路易拉菲红酒干红,0,1,158,
247,2370,367,610054,,,不加一滴油的酸奶蛋糕,0,1,7,
248,2371,367,610053,,,蛋挞,0,1,8,
249,2376,368,606106,,,铁板牛肉,0,1,66,
250,2373,367,610001,,,土豆西红柿汤面,0,1,13,
251,2372,367,610008,,,五色糯米饭(七色),0,1,35,
252,2377,368,610050,,,番茄甘蓝,0,1,33,
253,2374,367,610047,,,西瓜胡萝卜沙拉,0,1,26,
254,2375,367,610012,,,香菇鹌鹑蛋,0,1,39,
255,2378,368,609972,,,核桃葡萄干土司,0,1,19,
256,2380,368,609936,,,皮蛋瘦肉粥,0,1,16,
257,2379,368,606057,,,"张裕葡萄酒张裕赤霞珠干红


",0,1,32,
258,2350,365,609944,,,水煮鱼,0,1,65,
259,2353,365,610043,,,肉丁茄子,0,1,39,
260,2381,368,609961,,,姜葱炒花蟹,0,1,45,
261,2355,365,610010,,,白饭/小碗,0,2,1,
262,2357,365,610053,,,蛋挞,0,1,8,
263,2359,365,606057,,,"张裕葡萄酒张裕赤霞珠干红


",0,1,32,
264,891,171,609968,,,油焖麻辣虾,0,1,65,
265,892,171,610063,,,蒜香辣花甲,0,1,45,
266,893,171,610062,,,蒜蓉生蚝,0,1,49,
267,895,171,610030,,,番茄有机花菜,0,1,32,
268,898,171,609946,,,谷稻小庄 ,0,1,38,
269,903,171,610011,,,白饭/大碗,0,1,10,
270,908,171,609937,,,冰糖红豆薏米粥,0,4,15,
271,5247,631,610039,,,培根紫菜卷,0,1,30,
272,5246,631,610038,,,芝麻烤紫菜,0,1,25,
273,5248,631,610023,,,啤酒鸭,0,1,48,
274,5249,631,609974,,,南瓜枸杞小饼干,0,1,19,
275,5250,631,610009,,,黑米恋上葡萄,0,1,33,
276,5251,631,609949,,,意文柠檬汁 ,0,1,13,
277,5409,650,609934,,,芹菜炒腰花,0,1,18,
278,5408,650,609970,,,麻辣小龙虾,0,1,99,
279,5411,650,609953,,,凉拌菠菜,0,1,27,
280,5410,650,609932,,,爆炒猪肝,0,1,68,
281,5413,650,609981,,,桂圆枸杞鸽子汤,0,1,48,
282,5412,650,609948,,,露露无糖杏仁露,0,1,7,
283,5414,650,610001,,,土豆西红柿汤面,0,1,13,
284,6316,734,609941,,,清蒸海鱼,0,1,78,
285,5415,650,610012,,,香菇鹌鹑蛋,0,1,39,
286,5418,650,610047,,,西瓜胡萝卜沙拉,0,1,26,
287,5416,650,610039,,,培根紫菜卷,0,1,30,
288,5417,650,610042,,,五彩豆,0,1,29,
289,6318,734,610018,,,"照烧鸡腿


",0,1,16,
290,6325,734,610044,,,木须豌豆,0,1,32,
291,6322,734,610023,,,啤酒鸭,0,1,48,
292,5419,650,610053,,,蛋挞,0,1,8,
293,5420,650,609946,,,谷稻小庄 ,0,1,38,
294,5424,650,609938,,,小米南瓜粥,0,1,13,
295,5423,650,610008,,,五色糯米饭(七色),0,1,35,
296,6326,734,610011,,,白饭/大碗,0,1,10,
297,4295,548,609966,,,芝士烩波士顿龙虾,0,1,175,
298,4297,548,609931,,,焖猪手,0,1,58,
299,4299,548,609962,,,倒立蒸梭子蟹,0,1,169,
300,4570,574,609943,,,剁椒鱼头,0,1,55,
301,4300,548,609950,,,大蒜苋菜,0,1,30,
302,4572,574,610066,,,辣炒田螺,0,1,35,
303,4566,574,609940,,,清蒸蝶鱼,0,1,56,
304,4561,574,609970,,,麻辣小龙虾,0,1,99,
305,4302,548,609968,,,油焖麻辣虾,0,1,65,
306,4576,574,609956,,,孜然羊排,0,1,88,
307,4584,574,610023,,,啤酒鸭,0,1,48,
308,4581,574,610019,,,白斩鸡,0,1,88,
309,4587,574,610030,,,番茄有机花菜,0,1,32,
310,4592,574,610029,,,黄花菜炒木耳,0,1,35,
311,4305,548,609983,,,干锅田鸡,0,1,88,
312,4307,548,609993,,,百里香奶油烤红酒牛肉,0,1,178,
313,4309,548,610008,,,五色糯米饭(七色),0,1,35,
314,4595,574,610011,,,白饭/大碗,0,1,10,
315,4313,548,609982,,,"五香酱驴肉


",0,1,52,
316,6141,719,609957,,,"蒙古烤羊腿


",0,1,48,
317,6142,719,609956,,,孜然羊排,0,1,88,
318,6147,719,609967,,,香酥两吃大虾,0,1,89,
319,6151,719,610025,,,番茄蛋汤,0,1,25,
320,6154,719,610046,,,青炒扁豆,0,1,28,
321,6160,719,609938,,,小米南瓜粥,0,1,13,
322,6164,719,609939,,,香菇鸡肉粥,0,1,15,
323,4679,585,609966,,,芝士烩波士顿龙虾,0,1,175,
324,4687,585,609931,,,焖猪手,0,1,58,
325,4693,585,609934,,,芹菜炒腰花,0,1,18,
326,4691,585,609969,,,香辣腐乳炒虾,0,1,56,
327,4700,585,609944,,,水煮鱼,0,1,65,
328,4697,585,609943,,,剁椒鱼头,0,1,55,
329,4705,585,609952,,,美妙绝伦之白莲花,0,1,29,
330,4701,585,609940,,,清蒸蝶鱼,0,1,56,
331,4708,585,609955,,,红酒炖羊肉,0,1,108,
332,4712,585,610007,,,桂圆肉红豆八宝饭,0,1,39,
333,5047,613,609941,,,清蒸海鱼,0,1,78,
334,5049,613,609942,,,辣炒鱿鱼,0,1,58,
335,5053,613,610038,,,芝麻烤紫菜,0,1,25,
336,5055,613,609952,,,美妙绝伦之白莲花,0,1,29,
337,5057,613,609946,,,谷稻小庄 ,0,1,38,
338,5815,688,609944,,,水煮鱼,0,1,65,
339,5060,613,610008,,,五色糯米饭(七色),0,1,35,
340,5062,613,609934,,,芹菜炒腰花,0,1,18,
341,5066,613,609956,,,孜然羊排,0,1,88,
342,5816,688,609930,,,豌豆薯仔猪骨汤,0,1,39,
343,5817,688,609955,,,红酒炖羊肉,0,1,108,
344,5072,613,610011,,,白饭/大碗,0,1,10,
345,5818,688,609969,,,香辣腐乳炒虾,0,1,56,
346,5819,688,609936,,,皮蛋瘦肉粥,0,4,16,
347,3747,491,609991,,,"香烤牛排


",0,1,55,
348,3751,491,609952,,,美妙绝伦之白莲花,0,1,29,
349,3749,491,610018,,,"照烧鸡腿


",0,1,16,
350,3754,491,609948,,,露露无糖杏仁露,0,1,7,
351,3757,491,609947,,, 北冰洋汽水 ,0,1,5,
352,3760,491,610056,,,纸杯蛋糕,0,1,8,
353,3762,491,610010,,,白饭/小碗,0,1,1,
354,3765,491,609938,,,小米南瓜粥,0,1,13,
355,3093,432,609963,,,盘蟹蒸蛋,0,1,55,
356,941,177,610063,,,蒜香辣花甲,0,1,45,
357,3095,432,609933,,,自制猪肉脯,0,1,48,
358,943,177,609981,,,桂圆枸杞鸽子汤,0,1,48,
359,942,177,610018,,,"照烧鸡腿
",0,1,16,
360,3100,432,609983,,,干锅田鸡,0,1,88,
361,945,177,610046,,,青炒扁豆,0,1,28,
362,3101,432,610030,,,番茄有机花菜,0,1,32,
363,2049,320,609970,,,麻辣小龙虾,0,1,99,
364,2004,317,609942,,,辣炒鱿鱼,0,1,58,
365,2051,320,609961,,,姜葱炒花蟹,0,1,45,
366,3105,432,610009,,,黑米恋上葡萄,0,1,33,
367,2007,317,609961,,,姜葱炒花蟹,0,1,45,
368,2009,317,609994,,,"独家薄荷鲜虾牛肉卷
",0,1,45,
369,2014,317,609931,,,焖猪手,0,1,58,
370,3111,432,609949,,,意文柠檬汁 ,0,1,13,
371,2012,317,609955,,,红酒炖羊肉,0,1,108,
372,2035,317,609953,,,凉拌菠菜,0,1,27,
373,2024,317,609981,,,桂圆枸杞鸽子汤,0,1,48,
374,2036,317,609987,,,蓝带啤酒罐装,0,4,9,
375,2020,317,609983,,,干锅田鸡,0,1,88,
376,2055,320,609956,,,孜然羊排,0,1,88,
377,2042,317,610011,,,白饭/大碗,0,1,10,
378,2064,320,610036,,,路易拉菲红酒干红,0,1,158,
379,2060,320,609951,,,炝炒大白菜,0,1,29,
380,2075,320,609935,,,山药养生粥,0,2,19,
381,1766,281,609967,,,香酥两吃大虾,0,1,89,
382,1767,281,609944,,,水煮鱼,0,1,65,
383,1768,281,610063,,,蒜香辣花甲,0,1,45,
384,1769,281,609982,,,"五香酱驴肉
",0,1,52,
385,754,137,610047,,,西瓜胡萝卜沙拉,0,1,26,
386,753,137,609970,,,麻辣小龙虾,0,1,99,
387,758,137,609945,,,农夫山泉NFC果汁100%橙汁,0,1,6,
388,755,137,609992,,,"番茄炖牛腩
",0,1,35,
389,1770,281,609953,,,凉拌菠菜,0,1,27,
390,759,137,610010,,,白饭/小碗,0,4,1,
391,760,137,609953,,,凉拌菠菜,0,1,27,
392,1772,281,609986,,,哈尔滨啤酒罐装,0,10,7,
393,1771,281,609952,,,美妙绝伦之白莲花,0,1,29,
394,1773,281,610003,,,蒜香包,0,1,13,
395,1774,281,610010,,,白饭/小碗,0,4,1,
396,5631,670,609970,,,麻辣小龙虾,0,1,99,
397,5632,670,609931,,,焖猪手,0,1,58,
398,5633,670,609933,,,自制猪肉脯,0,1,48,
399,5636,670,609960,,,白胡椒胡萝卜羊肉汤,0,1,35,
400,5634,670,609934,,,芹菜炒腰花,0,1,18,
401,5637,670,609957,,,"蒙古烤羊腿


",0,1,48,
402,5639,670,609942,,,辣炒鱿鱼,0,1,58,
403,5641,670,609944,,,水煮鱼,0,1,65,
404,5642,670,609946,,,谷稻小庄 ,0,1,38,
405,5647,670,610010,,,白饭/小碗,0,6,1,
406,5644,670,609953,,,凉拌菠菜,0,1,27,
407,5650,670,609961,,,姜葱炒花蟹,0,1,45,
408,5652,670,609992,,,"番茄炖牛腩


",0,1,35,
409,6775,776,610017,,,酸辣藕丁,0,1,33,
410,6772,776,609944,,,水煮鱼,0,1,65,
411,6770,776,609991,,,"香烤牛排


",0,1,55,
412,6779,776,610066,,,辣炒田螺,0,1,35,
413,6790,776,610044,,,木须豌豆,0,1,32,
414,6793,776,610013,,,番茄炖秋葵,0,1,35,
415,6801,776,609939,,,香菇鸡肉粥,0,1,15,
416,6811,776,609942,,,辣炒鱿鱼,0,1,58,
417,6813,776,610032,,,长城窖酿解百纳红酒干红葡萄酒,0,1,35,
418,6815,776,610011,,,白饭/大碗,0,1,10,
419,6814,776,610034,,,法国波尔多AOC干红葡萄酒原,0,1,159,
420,6816,776,610009,,,黑米恋上葡萄,0,2,33,
421,6822,776,609968,,,油焖麻辣虾,0,1,65,
422,6825,776,610055,,,葡萄奶酥(超酥香的饼干),0,1,9,
423,6832,776,610057,,,宝宝版牛肉肠粉,0,1,15,
424,6828,776,609958,,,"香辣爆羊肝


",0,1,28,
425,6833,776,609994,,,"独家薄荷鲜虾牛肉卷


",0,1,45,
426,3770,492,609970,,,麻辣小龙虾,0,1,99,
427,3771,492,609966,,,芝士烩波士顿龙虾,0,1,175,
428,3772,492,609953,,,凉拌菠菜,0,1,27,
429,5061,615,609969,,,香辣腐乳炒虾,0,1,56,
430,5064,615,609958,,,"香辣爆羊肝


",0,1,28,
431,5065,615,609951,,,炝炒大白菜,0,1,29,
432,5067,615,609944,,,水煮鱼,0,1,65,
433,5069,615,610031,,,糖醋蕃茄溜青花,0,1,33,
434,5071,615,609931,,,焖猪手,0,1,58,
435,5070,615,610008,,,五色糯米饭(七色),0,1,35,
436,5073,615,609930,,,豌豆薯仔猪骨汤,0,1,39,
437,6506,749,609970,,,麻辣小龙虾,0,1,99,
438,6507,749,609942,,,辣炒鱿鱼,0,1,58,
439,6508,749,609943,,,剁椒鱼头,0,1,55,
440,6509,749,609930,,,豌豆薯仔猪骨汤,0,1,39,
441,6511,749,609933,,,自制猪肉脯,0,1,48,
442,6510,749,609931,,,焖猪手,0,1,58,
443,6512,749,609934,,,芹菜炒腰花,0,1,18,
444,6513,749,609946,,,谷稻小庄 ,0,1,38,
445,6515,749,609956,,,孜然羊排,0,1,88,
446,6514,749,609953,,,凉拌菠菜,0,1,27,
447,6516,749,609957,,,"蒙古烤羊腿


",0,1,48,
448,6517,749,609961,,,姜葱炒花蟹,0,1,45,
449,6518,749,609951,,,炝炒大白菜,0,1,29,
450,6520,749,610011,,,白饭/大碗,0,1,10,
451,6519,749,610003,,,蒜香包,0,1,13,
452,6521,749,610063,,,蒜香辣花甲,0,1,45,
453,3727,488,609970,,,麻辣小龙虾,0,1,99,
454,3732,488,609942,,,辣炒鱿鱼,0,1,58,
455,3736,488,610026,,,玉竹南北杏鸭腿汤,0,1,35,
456,3740,488,609931,,,焖猪手,0,1,58,
457,3741,488,609994,,,"独家薄荷鲜虾牛肉卷


",0,1,45,
458,3742,488,609971,,,大理石奶油蛋糕,0,1,13,
459,3743,488,609997,,,打卤面,0,1,26,
460,3744,488,609937,,,冰糖红豆薏米粥,0,1,15,
461,6729,773,610039,,,培根紫菜卷,0,1,30,
462,6730,773,609998,,,清爽拌凉面,0,1,15,
463,6732,773,610038,,,芝麻烤紫菜,0,1,25,
464,6731,773,609974,,,南瓜枸杞小饼干,0,1,19,
465,5513,660,609967,,,香酥两吃大虾,0,1,89,
466,5515,660,609942,,,辣炒鱿鱼,0,1,58,
467,6733,773,610057,,,宝宝版牛肉肠粉,0,1,15,
468,6737,773,610064,,,花蛤蒸蛋,0,1,37,
469,6735,773,609938,,,小米南瓜粥,0,1,13,
