,detail_id,order_id,dishes_id,logicprn_name,parent_class_name,dishes_name,itemis_add,counts,amounts,cost,place_order_time,discount_amt,discount_reason,kick_back,add_inprice,add_info,bar_code,picture_file,emp_id
111,5145,622,610010,,,白饭/小碗,0,2,1,,2016-08-01 17:45:52,,,,0,,,caipu/601004.jpg,1220
112,5149,622,610052,,,黄油曲奇饼干,0,1,16,,2016-08-01 17:46:09,,,,0,,,caipu/501001.jpg,1220
113,5152,622,609949,,,意文柠檬汁 ,0,1,13,,2016-08-01 17:47:58,,,,0,,,caipu/404005.jpg,1220
114,4600,577,609954,,,凉拌蒜蓉西兰花,0,1,29,,2016-08-01 17:48:44,,,,0,,,caipu/304001.jpg,1150
115,4604,577,609946,,,谷稻小庄 ,0,1,38,,2016-08-01 17:49:52,,,,0,,,caipu/404002.jpg,1150
116,4609,577,610008,,,五色糯米饭(七色),0,1,35,,2016-08-01 17:50:27,,,,0,,,caipu/601002.jpg,1150
117,5428,651,610039,,,培根紫菜卷,0,1,30,,2016-08-01 18:12:20,,,,0,,,caipu/105003.jpg,1593
118,5430,651,609981,,,桂圆枸杞鸽子汤,0,1,48,,2016-08-01 18:13:24,,,,0,,,caipu/205001.jpg,1593
119,5432,651,610031,,,糖醋蕃茄溜青花,0,1,33,,2016-08-01 18:17:54,,,,0,,,caipu/304005.jpg,1593
120,5437,651,610011,,,白饭/大碗,0,1,10,,2016-08-01 18:19:24,,,,0,,,caipu/601005.jpg,1593
121,5440,651,610018,,,"照烧鸡腿


",0,1,16,,2016-08-01 18:20:49,,,,0,,,caipu/204001.jpg,1593
122,5875,694,609966,,,芝士烩波士顿龙虾,0,1,175,,2016-08-01 18:27:12,,,,0,,,caipu/101001.jpg,1122
123,5876,694,609969,,,香辣腐乳炒虾,0,1,56,,2016-08-01 18:29:39,,,,0,,,caipu/101004.jpg,1122
124,5877,694,609944,,,水煮鱼,0,1,65,,2016-08-01 18:30:21,,,,0,,,caipu/103005.jpg,1122
125,5878,694,610019,,,白斩鸡,0,1,88,,2016-08-01 18:31:24,,,,0,,,caipu/204002.jpg,1122
126,5879,694,610069,,,50度古井贡酒,0,1,90,,2016-08-01 18:31:49,,,,0,,,caipu/401002.jpg,1122
127,5881,694,609999,,,鱼香肉丝拌面,0,1,18,,2016-08-01 18:32:25,,,,0,,,caipu/603003.jpg,1122
128,5880,694,609975,,,一品香酥藕,0,1,10,,2016-08-01 18:32:46,,,,0,,,caipu/502005.jpg,1122
129,5882,694,609965,,,葱姜炒蟹,0,1,109,,2016-08-01 18:35:10,,,,0,,,caipu/102005.jpg,1122
130,5883,694,609993,,,百里香奶油烤红酒牛肉,0,1,178,,2016-08-01 18:36:19,,,,0,,,caipu/111.jpg,1122
131,5884,694,609950,,,大蒜苋菜,0,1,30,,2016-08-01 18:37:38,,,,0,,,caipu/303001.jpg,1122
132,3461,462,609935,,,山药养生粥,0,1,19,,2016-08-01 18:45:27,,,,0,,,caipu/602001.jpg,1187
133,3458,462,609965,,,葱姜炒蟹,0,1,109,,2016-08-01 18:45:57,,,,0,,,caipu/102005.jpg,1187
134,3462,462,609933,,,自制猪肉脯,0,1,48,,2016-08-01 18:46:24,,,,0,,,caipu/203004.jpg,1187
135,3465,462,609939,,,香菇鸡肉粥,0,1,15,,2016-08-01 18:46:40,,,,0,,,caipu/602005.jpg,1187
136,3470,462,609954,,,凉拌蒜蓉西兰花,0,1,29,,2016-08-01 18:47:30,,,,0,,,caipu/304001.jpg,1187
137,3467,462,609953,,,凉拌菠菜,0,1,27,,2016-08-01 18:47:47,,,,0,,,caipu/303004.jpg,1187
138,3481,462,610027,,,清炒菊花菜,0,1,30,,2016-08-01 18:48:06,,,,0,,,caipu/304001.jpg,1187
139,3479,462,610028,,,培根花菜,0,1,35,,2016-08-01 18:48:08,,,,0,,,caipu/304002.jpg,1187
140,3484,462,610057,,,宝宝版牛肉肠粉,0,1,15,,2016-08-01 18:48:15,,,,0,,,caipu/604001.jpg,1187
141,3477,462,610004,,,南瓜芝士包,0,1,10,,2016-08-01 18:48:19,,,,0,,,caipu/503003.jpg,1187
142,3483,462,610035,,,黄尾袋鼠西拉子红葡萄酒,0,1,46,,2016-08-01 18:48:51,,,,0,,,caipu/402004.jpg,1187
143,3475,462,609998,,,清爽拌凉面,0,1,15,,2016-08-01 18:48:56,,,,0,,,caipu/603002.jpg,1187
144,3486,462,610009,,,黑米恋上葡萄,0,1,33,,2016-08-01 18:49:16,,,,0,,,caipu/601003.jpg,1187
145,3411,458,610063,,,蒜香辣花甲,0,1,45,,2016-08-01 19:27:29,,,,0,,,caipu/104002.jpg,1455
146,3413,458,609943,,,剁椒鱼头,0,1,55,,2016-08-01 19:28:12,,,,0,,,caipu/103004.jpg,1455
147,3418,458,609954,,,凉拌蒜蓉西兰花,0,1,29,,2016-08-01 19:28:20,,,,0,,,caipu/304001.jpg,1455
148,3416,458,610044,,,木须豌豆,0,1,32,,2016-08-01 19:28:45,,,,0,,,caipu/305003.jpg,1455
149,3415,458,609942,,,辣炒鱿鱼,0,1,58,,2016-08-01 19:28:59,,,,0,,,caipu/103003.jpg,1455
150,3422,458,610017,,,酸辣藕丁,0,1,33,,2016-08-01 19:29:13,,,,0,,,caipu/302006.jpg,1455
151,3419,458,609951,,,炝炒大白菜,0,1,29,,2016-08-01 19:29:44,,,,0,,,caipu/303002.jpg,1455
152,3423,458,609939,,,香菇鸡肉粥,0,1,15,,2016-08-01 19:29:47,,,,0,,,caipu/602005.jpg,1455
153,3430,458,609983,,,干锅田鸡,0,1,88,,2016-08-01 19:30:06,,,,0,,,caipu/205003.jpg,1455
154,3428,458,609981,,,桂圆枸杞鸽子汤,0,1,48,,2016-08-01 19:30:15,,,,0,,,caipu/205001.jpg,1455
155,3427,458,609982,,,"五香酱驴肉


",0,1,52,,2016-08-01 19:30:47,,,,0,,,caipu/205002.jpg,1455
156,3433,458,610036,,,路易拉菲红酒干红,0,1,158,,2016-08-01 19:30:52,,,,0,,,caipu/402005.jpg,1455
157,3435,458,609964,,,避风塘炒蟹,0,1,48,,2016-08-01 19:31:18,,,,0,,,caipu/102004.jpg,1455
158,3441,458,610011,,,白饭/大碗,0,1,10,,2016-08-01 19:31:45,,,,0,,,caipu/601005.jpg,1455
159,3516,467,609970,,,麻辣小龙虾,0,1,99,,2016-08-01 19:40:16,,,,0,,,caipu/101006.jpg,1213
160,3520,467,610004,,,南瓜芝士包,0,1,10,,2016-08-01 19:42:25,,,,0,,,caipu/503003.jpg,1213
161,3519,467,609994,,,"独家薄荷鲜虾牛肉卷


",0,1,45,,2016-08-01 19:42:43,,,,0,,,caipu/201004.jpg,1213
162,3525,467,610011,,,白饭/大碗,0,2,10,,2016-08-01 19:44:53,,,,0,,,caipu/601005.jpg,1213
163,4435,562,609966,,,芝士烩波士顿龙虾,0,1,175,,2016-08-01 19:44:56,,,,0,,,caipu/101001.jpg,1552
164,3528,467,609941,,,清蒸海鱼,0,1,78,,2016-08-01 19:45:22,,,,0,,,caipu/103002.jpg,1213
165,3547,467,609958,,,"香辣爆羊肝


",0,1,28,,2016-08-01 19:45:56,,,,0,,,caipu/202004.jpg,1213
166,3537,467,609952,,,美妙绝伦之白莲花,0,1,29,,2016-08-01 19:45:58,,,,0,,,caipu/303003.jpg,1213
167,3549,467,609999,,,鱼香肉丝拌面,0,1,18,,2016-08-01 19:46:36,,,,0,,,caipu/603003.jpg,1213
168,3568,467,610034,,,法国波尔多AOC干红葡萄酒原,0,1,159,,2016-08-01 19:47:08,,,,0,,,caipu/402003.jpg,1213
169,3557,467,610013,,,番茄炖秋葵,0,1,35,,2016-08-01 19:47:32,,,,0,,,caipu/302002.jpg,1213
170,3570,467,610017,,,酸辣藕丁,0,1,33,,2016-08-01 19:47:58,,,,0,,,caipu/302006.jpg,1213
171,3578,467,609947,,, 北冰洋汽水 ,0,1,5,,2016-08-01 19:49:32,,,,0,,,caipu/404003.jpg,1213
172,3574,467,610062,,,蒜蓉生蚝,0,1,49,,2016-08-01 19:49:48,,,,0,,,caipu/104001.jpg,1213
173,3580,467,609948,,,露露无糖杏仁露,0,1,7,,2016-08-01 19:50:16,,,,0,,,caipu/404004.jpg,1213
174,4438,562,609935,,,山药养生粥,0,1,19,,2016-08-01 19:50:44,,,,0,,,caipu/602001.jpg,1552
175,4441,562,609994,,,"独家薄荷鲜虾牛肉卷


",0,1,45,,2016-08-01 19:54:30,,,,0,,,caipu/201004.jpg,1552
176,4447,562,609930,,,豌豆薯仔猪骨汤,0,3,39,,2016-08-01 19:56:38,,,,0,,,caipu/203001.jpg,1552
177,4455,562,610011,,,白饭/大碗,0,1,10,,2016-08-01 19:57:32,,,,0,,,caipu/601005.jpg,1552
178,3715,486,609970,,,麻辣小龙虾,0,1,99,,2016-08-01 20:31:37,,,,0,,,caipu/101006.jpg,1156
179,3719,486,609990,,,特醇嘉士伯啤酒罐装,0,1,6,,2016-08-01 20:31:41,,,,0,,,caipu/403005.jpg,1156
180,3713,486,609967,,,香酥两吃大虾,0,1,89,,2016-08-01 20:31:49,,,,0,,,caipu/101002.jpg,1156
181,3721,486,610012,,,香菇鹌鹑蛋,0,1,39,,2016-08-01 20:33:02,,,,0,,,caipu/302001.jpg,1156
182,3720,486,610011,,,白饭/大碗,0,1,10,,2016-08-01 20:33:27,,,,0,,,caipu/601005.jpg,1156
183,3722,486,609989,,,青岛啤酒罐装,0,1,7,,2016-08-01 20:34:10,,,,0,,,caipu/403004.jpg,1156
184,3726,486,610023,,,啤酒鸭,0,1,48,,2016-08-01 20:34:22,,,,0,,,caipu/204006.jpg,1156
185,3729,486,610039,,,培根紫菜卷,0,1,30,,2016-08-01 20:34:26,,,,0,,,caipu/105003.jpg,1156
186,3723,486,610017,,,酸辣藕丁,0,1,33,,2016-08-01 20:34:38,,,,0,,,caipu/302006.jpg,1156
187,3731,486,610025,,,番茄蛋汤,0,1,25,,2016-08-01 20:35:26,,,,0,,,caipu/204008.jpg,1156
188,3735,486,609951,,,炝炒大白菜,0,1,29,,2016-08-01 20:35:58,,,,0,,,caipu/303002.jpg,1156
189,3738,486,609958,,,"香辣爆羊肝


",0,1,28,,2016-08-01 20:36:18,,,,0,,,caipu/202004.jpg,1156
190,4027,517,609943,,,剁椒鱼头,0,1,55,,2016-08-01 21:11:44,,,,0,,,caipu/103004.jpg,1008
191,4028,517,609970,,,麻辣小龙虾,0,1,99,,2016-08-01 21:17:25,,,,0,,,caipu/101006.jpg,1008
192,4029,517,610014,,,金玉良缘,0,1,30,,2016-08-01 21:18:58,,,,0,,,caipu/302003.jpg,1008
193,4030,517,610030,,,番茄有机花菜,0,1,32,,2016-08-01 21:19:10,,,,0,,,caipu/304004.jpg,1008
194,3356,452,609944,,,水煮鱼,0,1,65,,2016-08-01 21:19:16,,,,0,,,caipu/103005.jpg,1114
195,3362,452,610010,,,白饭/小碗,0,2,1,,2016-08-01 21:20:10,,,,0,,,caipu/601004.jpg,1114
196,3363,452,610053,,,蛋挞,0,1,8,,2016-08-01 21:20:59,,,,0,,,caipu/501002.jpg,1114
197,3364,452,610047,,,西瓜胡萝卜沙拉,0,1,26,,2016-08-01 21:21:09,,,,0,,,caipu/301001.jpg,1114
198,4032,517,609946,,,谷稻小庄 ,0,1,38,,2016-08-01 21:21:15,,,,0,,,caipu/404002.jpg,1008
199,4033,517,610011,,,白饭/大碗,0,1,10,,2016-08-01 21:21:29,,,,0,,,caipu/601005.jpg,1008
200,4031,517,610015,,,葱油凉拌藕片,0,1,30,,2016-08-01 21:21:58,,,,0,,,caipu/302004.jpg,1008
201,3365,452,609930,,,豌豆薯仔猪骨汤,0,1,39,,2016-08-01 21:25:16,,,,0,,,caipu/203001.jpg,1114
202,3378,452,609953,,,凉拌菠菜,0,1,27,,2016-08-01 21:29:43,,,,0,,,caipu/303004.jpg,1114
203,3301,448,610008,,,五色糯米饭(七色),0,1,35,,2016-08-01 21:37:26,,,,0,,,caipu/601002.jpg,1449
204,3300,448,609969,,,香辣腐乳炒虾,0,1,56,,2016-08-01 21:37:47,,,,0,,,caipu/101004.jpg,1449
205,3304,448,609950,,,大蒜苋菜,0,1,30,,2016-08-01 21:39:48,,,,0,,,caipu/303001.jpg,1449
206,3309,448,609993,,,百里香奶油烤红酒牛肉,0,1,178,,2016-08-01 21:40:39,,,,0,,,caipu/111.jpg,1449
207,3315,448,610025,,,番茄蛋汤,0,1,25,,2016-08-01 21:41:46,,,,0,,,caipu/204008.jpg,1449
208,3321,448,610016,,,五彩藕苗,0,1,35,,2016-08-01 21:43:43,,,,0,,,caipu/302005.jpg,1449
209,3320,448,610014,,,金玉良缘,0,1,30,,2016-08-01 21:43:50,,,,0,,,caipu/302003.jpg,1449
210,3327,448,609998,,,清爽拌凉面,0,1,15,,2016-08-01 21:45:44,,,,0,,,caipu/603002.jpg,1449
211,3330,448,609988,,,百威啤酒罐装,0,1,6,,2016-08-01 21:47:54,,,,0,,,caipu/403003.jpg,1449
212,3332,448,609931,,,焖猪手,0,1,58,,2016-08-01 21:48:35,,,,0,,,caipu/203002.jpg,1449
213,3334,448,609974,,,南瓜枸杞小饼干,0,1,19,,2016-08-01 21:49:41,,,,0,,,caipu/502004.jpg,1449
214,3336,448,609933,,,自制猪肉脯,0,1,48,,2016-08-01 21:50:59,,,,0,,,caipu/203004.jpg,1449
215,3343,448,609942,,,辣炒鱿鱼,0,1,58,,2016-08-01 21:52:03,,,,0,,,caipu/103003.jpg,1449
