detail_id,order_id,dishes_id,logicprn_name,parent_class_name,dishes_name,itemis_add,counts,amounts,cost,place_order_time,discount_amt,discount_reason,kick_back,add_inprice,add_info,bar_code,picture_file,emp_id
7886,879,609933,NA,NA,◊‘÷∆÷Ì»‚∏¨,0,1.0,48.0,NA,2016-08-21 11:33:00,NA,NA,NA,0,NA,NA,caipu/203004.jpg,1180
7890,879,609939,NA,NA,œ„πΩº¶»‚÷‡,0,1.0,15.0,NA,2016-08-21 11:34:00,NA,NA,NA,0,NA,NA,caipu/602005.jpg,1180
7889,879,609934,NA,NA,«€≤À≥¥—¸ª®,0,1.0,18.0,NA,2016-08-21 11:34:00,NA,NA,NA,0,NA,NA,caipu/203005.jpg,1180
7207,815,609932,NA,NA,±¨≥¥÷Ì∏Œ,0,1.0,68.0,NA,2016-08-21 11:34:00,NA,NA,NA,0,NA,NA,caipu/203003.jpg,1435
7892,879,609942,NA,NA,¿±≥¥ˆœ”„,0,1.0,58.0,NA,2016-08-21 11:34:00,NA,NA,NA,0,NA,NA,caipu/103003.jpg,1180
7891,879,609941,NA,NA,«Â’Ù∫£”„,0,1.0,78.0,NA,2016-08-21 11:34:00,NA,NA,NA,0,NA,NA,caipu/103002.jpg,1180
7895,879,609938,NA,NA,–°√◊ƒœπœ÷‡,0,1.0,13.0,NA,2016-08-21 11:35:00,NA,NA,NA,0,NA,NA,caipu/602004.jpg,1180
7896,879,609947,NA,NA, ±±±˘—Û∆˚ÀÆ ,0,1.0,5.0,NA,2016-08-21 11:35:00,NA,NA,NA,0,NA,NA,caipu/404003.jpg,1180
7898,879,609948,NA,NA,¬∂¬∂ŒﬁÃ«–”» ¬∂,0,1.0,7.0,NA,2016-08-21 11:35:00,NA,NA,NA,0,NA,NA,caipu/404004.jpg,1180
7208,815,609933,NA,NA,◊‘÷∆÷Ì»‚∏¨,0,1.0,48.0,NA,2016-08-21 11:35:00,NA,NA,NA,0,NA,NA,caipu/203004.jpg,1435
7894,879,609944,NA,NA,ÀÆ÷Û”„,0,1.0,65.0,NA,2016-08-21 11:35:00,NA,NA,NA,0,NA,NA,caipu/103005.jpg,1180
7893,879,609943,NA,NA,∂ÁΩ∑”„Õ∑,0,1.0,55.0,NA,2016-08-21 11:35:00,NA,NA,NA,0,NA,NA,caipu/103004.jpg,1180
7901,879,609965,NA,NA,¥–Ω™≥¥–∑,0,1.0,109.0,NA,2016-08-21 11:36:00,NA,NA,NA,0,NA,NA,caipu/102005.jpg,1180
7903,879,609971,NA,NA,¥Û¿Ì ØƒÃ”Õµ∞∏‚,0,1.0,13.0,NA,2016-08-21 11:37:00,NA,NA,NA,0,NA,NA,caipu/502001.jpg,1180
7210,815,609934,NA,NA,«€≤À≥¥—¸ª®,0,1.0,18.0,NA,2016-08-21 11:37:00,NA,NA,NA,0,NA,NA,caipu/203005.jpg,1435
7211,815,609937,NA,NA,±˘Ã«∫Ï∂πﬁ≤√◊÷‡,0,1.0,15.0,NA,2016-08-21 11:38:00,NA,NA,NA,0,NA,NA,caipu/602003.jpg,1435
7905,879,609972,NA,NA,∫ÀÃ“∆œÃ—∏…Õ¡Àæ,0,1.0,19.0,NA,2016-08-21 11:38:00,NA,NA,NA,0,NA,NA,caipu/502002.jpg,1180
7907,879,610048,NA,NA,∞ËÕ¡∂πÀø,0,1.0,25.0,NA,2016-08-21 11:39:00,NA,NA,NA,0,NA,NA,caipu/301002.jpg,1180
7213,815,609941,NA,NA,«Â’Ù∫£”„,0,1.0,78.0,NA,2016-08-21 11:39:00,NA,NA,NA,0,NA,NA,caipu/103002.jpg,1435
7910,879,610070,NA,NA,52∂»„Ú÷›¿œΩ— ,0,1.0,159.0,NA,2016-08-21 11:40:00,NA,NA,NA,0,NA,NA,caipu/401003.jpg,1180
7908,879,610049,NA,NA,±¨≥¥À´Àø,0,1.0,35.0,NA,2016-08-21 11:40:00,NA,NA,NA,0,NA,NA,caipu/301003.jpg,1180
7214,815,609943,NA,NA,∂ÁΩ∑”„Õ∑,0,1.0,55.0,NA,2016-08-21 11:40:00,NA,NA,NA,0,NA,NA,caipu/103004.jpg,1435
7215,815,609946,NA,NA,π»µæ–°◊Ø ,0,1.0,38.0,NA,2016-08-21 11:42:00,NA,NA,NA,0,NA,NA,caipu/404002.jpg,1435
7216,815,609950,NA,NA,¥ÛÀ‚‹»≤À,0,1.0,30.0,NA,2016-08-21 11:44:00,NA,NA,NA,0,NA,NA,caipu/303001.jpg,1435
7217,815,609951,NA,NA,Ï¡≥¥¥Û∞◊≤À,0,1.0,29.0,NA,2016-08-21 11:47:00,NA,NA,NA,0,NA,NA,caipu/303002.jpg,1435
2387,370,609967,NA,NA,œ„À÷¡Ω≥‘¥Ûœ∫,0,1.0,89.0,NA,2016-08-21 11:47:00,NA,NA,NA,0,NA,NA,caipu/101002.jpg,1121
7218,815,609952,NA,NA,√¿√Óæ¯¬◊÷Æ∞◊¡´ª®,0,1.0,29.0,NA,2016-08-21 11:47:00,NA,NA,NA,0,NA,NA,caipu/303003.jpg,1435
2388,370,609962,NA,NA,µπ¡¢’ÙÀÛ◊”–∑,0,1.0,169.0,NA,2016-08-21 11:48:00,NA,NA,NA,0,NA,NA,caipu/102002.jpg,1121
7219,815,609953,NA,NA,¡π∞Ë≤§≤À,0,1.0,27.0,NA,2016-08-21 11:48:00,NA,NA,NA,0,NA,NA,caipu/303004.jpg,1435
2389,370,609942,NA,NA,¿±≥¥ˆœ”„,0,1.0,58.0,NA,2016-08-21 11:48:00,NA,NA,NA,0,NA,NA,caipu/103003.jpg,1121
2391,370,606003,NA,NA,"∂¿º“±°∫…œ œ∫≈£»‚æÌ


",0,1.0,45.0,NA,2016-08-21 11:49:00,NA,NA,NA,0,NA,NA,caipu/201004.jpg,1121
2390,370,610037,NA,NA,¿±≥¥∫£¥¯Àø,0,1.0,19.0,NA,2016-08-21 11:49:00,NA,NA,NA,0,NA,NA,caipu/105001.jpg,1121
2392,370,606015,NA,NA,"’’…’º¶Õ»


",0,1.0,16.0,NA,2016-08-21 11:49:00,NA,NA,NA,0,NA,NA,caipu/204001.jpg,1121
2393,370,609953,NA,NA,¡π∞Ë≤§≤À,0,1.0,27.0,NA,2016-08-21 11:50:00,NA,NA,NA,0,NA,NA,caipu/303004.jpg,1121
2394,370,610028,NA,NA,≈‡∏˘ª®≤À,0,1.0,35.0,NA,2016-08-21 11:51:00,NA,NA,NA,0,NA,NA,caipu/304002.jpg,1121
2395,370,610031,NA,NA,Ã«¥◊ﬁ¨«—¡Ô«‡ª®,0,1.0,33.0,NA,2016-08-21 11:52:00,NA,NA,NA,0,NA,NA,caipu/304005.jpg,1121
3016,425,610063,NA,NA,À‚œ„¿±ª®º◊,0,1.0,45.0,NA,2016-08-21 11:53:00,NA,NA,NA,0,NA,NA,caipu/104002.jpg,1114
2396,370,610053,NA,NA,µ∞Ã¢,0,1.0,8.0,NA,2016-08-21 11:54:00,NA,NA,NA,0,NA,NA,caipu/501002.jpg,1121
2397,370,609938,NA,NA,–°√◊ƒœπœ÷‡,0,1.0,13.0,NA,2016-08-21 11:55:00,NA,NA,NA,0,NA,NA,caipu/602004.jpg,1121
3017,425,609953,NA,NA,¡π∞Ë≤§≤À,0,1.0,27.0,NA,2016-08-21 11:55:00,NA,NA,NA,0,NA,NA,caipu/303004.jpg,1114
3019,425,609974,NA,NA,ƒœπœË€ËΩ–°±˝∏…,0,1.0,19.0,NA,2016-08-21 11:56:00,NA,NA,NA,0,NA,NA,caipu/502004.jpg,1114
3020,425,609938,NA,NA,–°√◊ƒœπœ÷‡,0,1.0,13.0,NA,2016-08-21 11:56:00,NA,NA,NA,0,NA,NA,caipu/602004.jpg,1114
6891,784,609967,NA,NA,œ„À÷¡Ω≥‘¥Ûœ∫,0,1.0,89.0,NA,2016-08-21 11:57:00,NA,NA,NA,0,NA,NA,caipu/101002.jpg,1481
6890,784,609966,NA,NA,÷• øª‚≤® ø∂Ÿ¡˙œ∫,0,1.0,175.0,NA,2016-08-21 11:57:00,NA,NA,NA,0,NA,NA,caipu/101001.jpg,1481
6892,784,609968,NA,NA,”ÕÏÀ¬È¿±œ∫,0,1.0,65.0,NA,2016-08-21 11:58:00,NA,NA,NA,0,NA,NA,caipu/101003.jpg,1481
6894,784,609994,NA,NA,"∂¿º“±°∫…œ œ∫≈£»‚æÌ


",0,1.0,45.0,NA,2016-08-21 11:58:00,NA,NA,NA,0,NA,NA,caipu/201004.jpg,1481
6896,784,609931,NA,NA,ÏÀ÷Ì ÷,0,1.0,58.0,NA,2016-08-21 11:58:00,NA,NA,NA,0,NA,NA,caipu/203002.jpg,1481
6893,784,609991,NA,NA,"œ„øæ≈£≈≈


",0,1.0,55.0,NA,2016-08-21 11:58:00,NA,NA,NA,0,NA,NA,caipu/201001.jpg,1481
3021,425,610009,NA,NA,∫⁄√◊¡µ…œ∆œÃ—,0,1.0,33.0,NA,2016-08-21 11:59:00,NA,NA,NA,0,NA,NA,caipu/601003.jpg,1114
6902,784,609953,NA,NA,¡π∞Ë≤§≤À,0,1.0,27.0,NA,2016-08-21 11:59:00,NA,NA,NA,0,NA,NA,caipu/303004.jpg,1481
6901,784,609954,NA,NA,¡π∞ËÀ‚»ÿŒ˜¿ºª®,0,1.0,29.0,NA,2016-08-21 11:59:00,NA,NA,NA,0,NA,NA,caipu/304001.jpg,1481
6899,784,609952,NA,NA,√¿√Óæ¯¬◊÷Æ∞◊¡´ª®,0,1.0,29.0,NA,2016-08-21 11:59:00,NA,NA,NA,0,NA,NA,caipu/303003.jpg,1481
6903,784,610008,NA,NA,ŒÂ…´≈¥√◊∑π(∆ﬂ…´),0,1.0,35.0,NA,2016-08-21 12:00:00,NA,NA,NA,0,NA,NA,caipu/601002.jpg,1481
3025,425,609942,NA,NA,¿±≥¥ˆœ”„,0,1.0,58.0,NA,2016-08-21 12:01:00,NA,NA,NA,0,NA,NA,caipu/103003.jpg,1114
6904,784,610071,NA,NA, 42∂»∫£÷Æ¿∂,0,1.0,99.0,NA,2016-08-21 12:01:00,NA,NA,NA,0,NA,NA,caipu/401004.jpg,1481
7867,877,609991,NA,NA,"œ„øæ≈£≈≈


",0,1.0,55.0,NA,2016-08-21 12:10:00,NA,NA,NA,0,NA,NA,caipu/201001.jpg,1589
7872,877,609951,NA,NA,Ï¡≥¥¥Û∞◊≤À,0,1.0,29.0,NA,2016-08-21 12:11:00,NA,NA,NA,0,NA,NA,caipu/303002.jpg,1589
7873,877,609954,NA,NA,¡π∞ËÀ‚»ÿŒ˜¿ºª®,0,1.0,29.0,NA,2016-08-21 12:16:00,NA,NA,NA,0,NA,NA,caipu/304001.jpg,1589
7876,877,610010,NA,NA,∞◊∑π/–°ÕÎ,0,3.0,1.0,NA,2016-08-21 12:21:00,NA,NA,NA,0,NA,NA,caipu/601004.jpg,1589
7875,877,609946,NA,NA,π»µæ–°◊Ø ,0,1.0,38.0,NA,2016-08-21 12:21:00,NA,NA,NA,0,NA,NA,caipu/404002.jpg,1589
7874,877,610044,NA,NA,ƒæ–ÎÕ„∂π,0,1.0,32.0,NA,2016-08-21 12:21:00,NA,NA,NA,0,NA,NA,caipu/305003.jpg,1589
1217,212,609956,NA,NA,◊Œ»ª—Ú≈≈,0,1.0,88.0,NA,2016-08-21 12:26:00,NA,NA,NA,0,NA,NA,caipu/202002.jpg,1283
1224,212,610027,NA,NA,«Â≥¥æ’ª®≤À,0,1.0,30.0,NA,2016-08-21 12:28:00,NA,NA,NA,0,NA,NA,caipu/304001.jpg,1283
1227,212,609946,NA,NA,π»µæ–°◊Ø ,0,1.0,38.0,NA,2016-08-21 12:30:00,NA,NA,NA,0,NA,NA,caipu/404002.jpg,1283
1235,212,609937,NA,NA,±˘Ã«∫Ï∂πﬁ≤√◊÷‡,0,1.0,15.0,NA,2016-08-21 12:34:00,NA,NA,NA,0,NA,NA,caipu/602003.jpg,1283
1810,286,610062,NA,NA,À‚»ÿ…˙Ú∫,0,1.0,49.0,NA,2016-08-21 12:38:00,NA,NA,NA,0,NA,NA,caipu/104001.jpg,993
1811,286,610023,NA,NA,∆°æ∆—º,0,1.0,48.0,NA,2016-08-21 12:39:00,NA,NA,NA,0,NA,NA,caipu/204006.jpg,993
1239,212,610060,NA,NA,π„ Ωœ∫» ≥¶∑€,0,1.0,18.0,NA,2016-08-21 12:39:00,NA,NA,NA,0,NA,NA,caipu/604004.jpg,1283
1812,286,610044,NA,NA,ƒæ–ÎÕ„∂π,0,1.0,32.0,NA,2016-08-21 12:40:00,NA,NA,NA,0,NA,NA,caipu/305003.jpg,993
1813,286,610010,NA,NA,∞◊∑π/–°ÕÎ,0,2.0,1.0,NA,2016-08-21 12:50:00,NA,NA,NA,0,NA,NA,caipu/601004.jpg,993
1097,200,609968,NA,NA,”ÕÏÀ¬È¿±œ∫,0,1.0,65.0,NA,2016-08-21 13:02:00,NA,NA,NA,0,NA,NA,caipu/101003.jpg,1340
1099,200,610014,NA,NA,Ω”Ò¡º‘µ,0,1.0,30.0,NA,2016-08-21 13:07:00,NA,NA,NA,0,NA,NA,caipu/302003.jpg,1340
1100,200,610058,NA,NA,≥¨»À∆¯π„ Ω≥¶∑€,0,2.0,18.0,NA,2016-08-21 13:11:00,NA,NA,NA,0,NA,NA,caipu/604002.jpg,1340
6974,792,609931,NA,NA,ÏÀ÷Ì ÷,0,1.0,58.0,NA,2016-08-21 13:20:00,NA,NA,NA,0,NA,NA,caipu/203002.jpg,1583
6973,792,609969,NA,NA,œ„¿±∏Ø»È≥¥œ∫,0,1.0,56.0,NA,2016-08-21 13:20:00,NA,NA,NA,0,NA,NA,caipu/101004.jpg,1583
6975,792,609933,NA,NA,◊‘÷∆÷Ì»‚∏¨,0,1.0,48.0,NA,2016-08-21 13:21:00,NA,NA,NA,0,NA,NA,caipu/203004.jpg,1583
6976,792,609940,NA,NA,«Â’Ùµ˚”„,0,1.0,56.0,NA,2016-08-21 13:23:00,NA,NA,NA,0,NA,NA,caipu/103001.jpg,1583
6977,792,609952,NA,NA,√¿√Óæ¯¬◊÷Æ∞◊¡´ª®,0,1.0,29.0,NA,2016-08-21 13:23:00,NA,NA,NA,0,NA,NA,caipu/303003.jpg,1583
6978,792,609951,NA,NA,Ï¡≥¥¥Û∞◊≤À,0,1.0,29.0,NA,2016-08-21 13:25:00,NA,NA,NA,0,NA,NA,caipu/303002.jpg,1583
6980,792,610007,NA,NA,π‘≤»‚∫Ï∂π∞À±¶∑π,0,1.0,39.0,NA,2016-08-21 13:26:00,NA,NA,NA,0,NA,NA,caipu/601001.jpg,1583
6979,792,609946,NA,NA,π»µæ–°◊Ø ,0,1.0,38.0,NA,2016-08-21 13:26:00,NA,NA,NA,0,NA,NA,caipu/404002.jpg,1583
1751,278,609953,NA,NA,¡π∞Ë≤§≤À,0,1.0,27.0,NA,2016-08-21 13:32:00,NA,NA,NA,0,NA,NA,caipu/303004.jpg,1591
2163,278,609961,NA,NA,Ω™¥–≥¥ª®–∑,0,1.0,45.0,NA,2016-08-21 13:39:00,NA,NA,NA,0,NA,NA,caipu/102001.jpg,1591
2169,278,610058,NA,NA,≥¨»À∆¯π„ Ω≥¶∑€,0,2.0,18.0,NA,2016-08-21 13:40:00,NA,NA,NA,0,NA,NA,caipu/604002.jpg,1591
8004,888,610049,NA,NA,±¨≥¥À´Àø,0,1.0,35.0,NA,2016-08-21 13:43:00,NA,NA,NA,0,NA,NA,caipu/301003.jpg,1113
7996,888,610062,NA,NA,À‚»ÿ…˙Ú∫,0,1.0,49.0,NA,2016-08-21 13:43:00,NA,NA,NA,0,NA,NA,caipu/104001.jpg,1113
8001,888,609931,NA,NA,ÏÀ÷Ì ÷,0,1.0,58.0,NA,2016-08-21 13:43:00,NA,NA,NA,0,NA,NA,caipu/203002.jpg,1113
8019,888,610050,NA,NA,∑¨«—∏ ¿∂,0,1.0,33.0,NA,2016-08-21 13:44:00,NA,NA,NA,0,NA,NA,caipu/301004.jpg,1113
8013,888,609952,NA,NA,√¿√Óæ¯¬◊÷Æ∞◊¡´ª®,0,1.0,29.0,NA,2016-08-21 13:44:00,NA,NA,NA,0,NA,NA,caipu/303003.jpg,1113
8025,888,610051,NA,NA,¡π∞Ë¬‹≤∑Àø,0,1.0,20.0,NA,2016-08-21 13:44:00,NA,NA,NA,0,NA,NA,caipu/301005.jpg,1113
6998,794,609966,NA,NA,÷• øª‚≤® ø∂Ÿ¡˙œ∫,0,1.0,175.0,NA,2016-08-21 13:45:00,NA,NA,NA,0,NA,NA,caipu/101001.jpg,1352
6999,794,609962,NA,NA,µπ¡¢’ÙÀÛ◊”–∑,0,1.0,169.0,NA,2016-08-21 13:45:00,NA,NA,NA,0,NA,NA,caipu/102002.jpg,1352
8030,888,609946,NA,NA,π»µæ–°◊Ø ,0,1.0,38.0,NA,2016-08-21 13:46:00,NA,NA,NA,0,NA,NA,caipu/404002.jpg,1113
7000,794,609970,NA,NA,¬È¿±–°¡˙œ∫,0,1.0,99.0,NA,2016-08-21 13:46:00,NA,NA,NA,0,NA,NA,caipu/101006.jpg,1352
7256,820,609941,NA,NA,«Â’Ù∫£”„,0,1.0,78.0,NA,2016-08-21 13:46:00,NA,NA,NA,0,NA,NA,caipu/103002.jpg,1584
8036,888,610008,NA,NA,ŒÂ…´≈¥√◊∑π(∆ﬂ…´),0,1.0,35.0,NA,2016-08-21 13:46:00,NA,NA,NA,0,NA,NA,caipu/601002.jpg,1113
7004,794,609974,NA,NA,ƒœπœË€ËΩ–°±˝∏…,0,1.0,19.0,NA,2016-08-21 13:47:00,NA,NA,NA,0,NA,NA,caipu/502004.jpg,1352
7002,794,609946,NA,NA,π»µæ–°◊Ø ,0,1.0,38.0,NA,2016-08-21 13:47:00,NA,NA,NA,0,NA,NA,caipu/404002.jpg,1352
7001,794,609940,NA,NA,«Â’Ùµ˚”„,0,1.0,56.0,NA,2016-08-21 13:47:00,NA,NA,NA,0,NA,NA,caipu/103001.jpg,1352
7003,794,609954,NA,NA,¡π∞ËÀ‚»ÿŒ˜¿ºª®,0,1.0,29.0,NA,2016-08-21 13:47:00,NA,NA,NA,0,NA,NA,caipu/304001.jpg,1352
7005,794,609977,NA,NA,øÏ≥¥ª∆˜≠,0,1.0,50.0,NA,2016-08-21 13:48:00,NA,NA,NA,0,NA,NA,caipu/106002.jpg,1352
7006,794,609988,NA,NA,∞ŸÕ˛∆°æ∆πﬁ◊∞,0,1.0,6.0,NA,2016-08-21 13:48:00,NA,NA,NA,0,NA,NA,caipu/403003.jpg,1352
7007,794,609989,NA,NA,«‡µ∫∆°æ∆πﬁ◊∞,0,1.0,7.0,NA,2016-08-21 13:48:00,NA,NA,NA,0,NA,NA,caipu/403004.jpg,1352
7008,794,609990,NA,NA,Ãÿ¥ººŒ ø≤Æ∆°æ∆πﬁ◊∞,0,1.0,6.0,NA,2016-08-21 13:48:00,NA,NA,NA,0,NA,NA,caipu/403005.jpg,1352
7260,820,609960,NA,NA,∞◊∫˙Ω∑∫˙¬‹≤∑—Ú»‚Ã¿,0,1.0,35.0,NA,2016-08-21 13:49:00,NA,NA,NA,0,NA,NA,caipu/202006.jpg,1584
7010,794,610024,NA,NA,"∫Ïæ∆Õ¡∂π…’—ºÕ»


",0,1.0,48.0,NA,2016-08-21 13:49:00,NA,NA,NA,0,NA,NA,caipu/204007.jpg,1352
7011,794,610025,NA,NA,∑¨«—µ∞Ã¿,0,1.0,25.0,NA,2016-08-21 13:49:00,NA,NA,NA,0,NA,NA,caipu/204008.jpg,1352
7009,794,610022,NA,NA,∫ºΩ∑º¶’‰,0,1.0,58.0,NA,2016-08-21 13:49:00,NA,NA,NA,0,NA,NA,caipu/204005.jpg,1352
7012,794,610030,NA,NA,∑¨«—”–ª˙ª®≤À,0,1.0,32.0,NA,2016-08-21 13:50:00,NA,NA,NA,0,NA,NA,caipu/304004.jpg,1352
7013,794,610048,NA,NA,∞ËÕ¡∂πÀø,0,1.0,25.0,NA,2016-08-21 13:50:00,NA,NA,NA,0,NA,NA,caipu/301002.jpg,1352
7014,794,610014,NA,NA,Ω”Ò¡º‘µ,0,1.0,30.0,NA,2016-08-21 13:51:00,NA,NA,NA,0,NA,NA,caipu/302003.jpg,1352
7015,794,610011,NA,NA,∞◊∑π/¥ÛÕÎ,0,1.0,10.0,NA,2016-08-21 13:51:00,NA,NA,NA,0,NA,NA,caipu/601005.jpg,1352
7263,820,610045,NA,NA,∂¨πœ≥¥ø‡πœ,0,1.0,29.0,NA,2016-08-21 13:52:00,NA,NA,NA,0,NA,NA,caipu/305004.jpg,1584
7016,794,610009,NA,NA,∫⁄√◊¡µ…œ∆œÃ—,0,1.0,33.0,NA,2016-08-21 13:52:00,NA,NA,NA,0,NA,NA,caipu/601003.jpg,1352
7017,794,609996,NA,NA,≈£Œ≤Ã¿,0,1.0,40.0,NA,2016-08-21 13:52:00,NA,NA,NA,0,NA,NA,caipu/201006.jpg,1352
7265,820,609949,NA,NA,“‚Œƒƒ˚√ ÷≠ ,0,1.0,13.0,NA,2016-08-21 13:52:00,NA,NA,NA,0,NA,NA,caipu/404005.jpg,1584
7266,820,609971,NA,NA,¥Û¿Ì ØƒÃ”Õµ∞∏‚,0,1.0,13.0,NA,2016-08-21 13:54:00,NA,NA,NA,0,NA,NA,caipu/502001.jpg,1584
7268,820,609938,NA,NA,–°√◊ƒœπœ÷‡,0,1.0,13.0,NA,2016-08-21 13:55:00,NA,NA,NA,0,NA,NA,caipu/602004.jpg,1584
7944,884,609966,NA,NA,÷• øª‚≤® ø∂Ÿ¡˙œ∫,0,1.0,175.0,NA,2016-08-21 13:56:00,NA,NA,NA,0,NA,NA,caipu/101001.jpg,1383
6954,790,609978,NA,NA,±¨≥¥˜≠¬µ,0,1.0,55.0,NA,2016-08-21 13:57:00,NA,NA,NA,0,NA,NA,caipu/106003.jpg,1362
7283,820,609957,NA,NA,"√…π≈øæ—ÚÕ»


",0,1.0,48.0,NA,2016-08-21 13:57:00,NA,NA,NA,0,NA,NA,caipu/202003.jpg,1584
7945,884,609930,NA,NA,Õ„∂π Ì◊–÷Ìπ«Ã¿,0,1.0,39.0,NA,2016-08-21 13:57:00,NA,NA,NA,0,NA,NA,caipu/203001.jpg,1383
7279,820,609965,NA,NA,¥–Ω™≥¥–∑,0,1.0,109.0,NA,2016-08-21 13:57:00,NA,NA,NA,0,NA,NA,caipu/102005.jpg,1584
6956,790,609996,NA,NA,≈£Œ≤Ã¿,0,1.0,40.0,NA,2016-08-21 13:57:00,NA,NA,NA,0,NA,NA,caipu/201006.jpg,1362
6953,790,610064,NA,NA,ª®∏Ú’Ùµ∞,0,1.0,37.0,NA,2016-08-21 13:57:00,NA,NA,NA,0,NA,NA,caipu/104003.jpg,1362
7946,884,609931,NA,NA,ÏÀ÷Ì ÷,0,1.0,58.0,NA,2016-08-21 13:58:00,NA,NA,NA,0,NA,NA,caipu/203002.jpg,1383
6959,790,610010,NA,NA,∞◊∑π/–°ÕÎ,0,4.0,1.0,NA,2016-08-21 13:58:00,NA,NA,NA,0,NA,NA,caipu/601004.jpg,1362
6958,790,610004,NA,NA,ƒœπœ÷• ø∞¸,0,1.0,10.0,NA,2016-08-21 13:58:00,NA,NA,NA,0,NA,NA,caipu/503003.jpg,1362
7948,884,609932,NA,NA,±¨≥¥÷Ì∏Œ,0,1.0,68.0,NA,2016-08-21 13:59:00,NA,NA,NA,0,NA,NA,caipu/203003.jpg,1383
7293,820,610011,NA,NA,∞◊∑π/¥ÛÕÎ,0,1.0,10.0,NA,2016-08-21 13:59:00,NA,NA,NA,0,NA,NA,caipu/601005.jpg,1584
6963,790,609969,NA,NA,œ„¿±∏Ø»È≥¥œ∫,0,1.0,56.0,NA,2016-08-21 14:00:00,NA,NA,NA,0,NA,NA,caipu/101004.jpg,1362
6955,791,609969,NA,NA,œ„¿±∏Ø»È≥¥œ∫,0,1.0,56.0,NA,2016-08-21 14:00:00,NA,NA,NA,0,NA,NA,caipu/101004.jpg,1288
6965,790,609946,NA,NA,π»µæ–°◊Ø ,0,1.0,38.0,NA,2016-08-21 14:00:00,NA,NA,NA,0,NA,NA,caipu/404002.jpg,1362
7949,884,609967,NA,NA,œ„À÷¡Ω≥‘¥Ûœ∫,0,1.0,89.0,NA,2016-08-21 14:00:00,NA,NA,NA,0,NA,NA,caipu/101002.jpg,1383
